date,yield
2010-09-17,2.731000006198883
2010-09-20,2.723250091075897
2010-09-21,2.6424999833106995
2010-09-22,2.5392500162124634
2010-09-23,2.534250020980835
2010-09-24,2.590499997138977
2010-09-27,2.5362499952316284
2010-09-28,2.496749997138977
2010-09-29,2.4880000352859497
2010-09-30,2.5162500143051147
2010-10-01,2.537499964237213
2010-10-04,2.487249970436096
2010-10-05,2.471499979496002
2010-10-06,2.3922499418258667
2010-10-07,2.3989999890327454
2010-10-08,2.389750063419342
2010-10-12,2.387999951839447
2010-10-13,2.4507500529289246
2010-10-14,2.4672499895095825
2010-10-15,2.5235000252723694
2010-10-18,2.510999917984009
2010-10-19,2.506749987602234
2010-10-20,2.48199999332428
2010-10-21,2.510499954223633
2010-10-22,2.566499948501587
2010-10-25,2.5372499227523804
2010-10-26,2.618749976158142
2010-10-27,2.7009999752044678
2010-10-28,2.6742499470710754
2010-10-29,2.633750021457672
2010-11-01,2.6040000319480896
2010-11-02,2.6010000109672546
2010-11-03,2.606750011444092
2010-11-04,2.510249972343445
2010-11-05,2.531749963760376
2010-11-08,2.5467499494552612
2010-11-09,2.6029999256134033
2010-11-10,2.6984999775886536
2010-11-11,2.6480000019073486
2010-11-12,2.7174999713897705
2010-11-15,2.881500005722046
2010-11-16,2.893499970436096
2010-11-17,2.8510000109672546
2010-11-18,2.9210000038146973
2010-11-19,2.883500039577484
2010-11-22,2.824750006198883
2010-11-23,2.755999982357025
2010-11-24,2.865000069141388
2010-11-26,2.8662500381469727
2010-11-29,2.831250011920929
2010-11-30,2.781749963760376
2010-12-01,2.9350000619888306
2010-12-02,2.997499942779541
2010-12-03,3.0037500262260437
2010-12-06,2.955999970436096
2010-12-07,3.096750020980835
2010-12-08,3.240000009536743
2010-12-09,3.231500029563904
2010-12-10,3.265500009059906
2010-12-13,3.3174999952316284
2010-12-14,3.384249985218048
2010-12-15,3.471750020980835
2010-12-16,3.5040000081062317
2010-12-17,3.3667500019073486
2010-12-20,3.3142500519752502
2010-12-21,3.3317500352859497
2010-12-22,3.3359999656677246
2010-12-23,3.3832499980926514
2010-12-27,3.388000011444092
2010-12-28,3.408749997615814
2010-12-29,3.4137499928474426
2010-12-30,3.3822500109672546
2010-12-31,3.318499982357025
2011-01-03,3.3630000352859497
2011-01-04,3.337000012397766
2011-01-05,3.435000002384186
2011-01-06,3.428499937057495
2011-01-07,3.380999982357025
2011-01-10,3.3057499527931213
2011-01-11,3.3287500143051147
2011-01-12,3.380250036716461
2011-01-13,3.3385000228881836
2011-01-14,3.3125
2011-01-18,3.33650004863739
2011-01-19,3.350249946117401
2011-01-20,3.412750005722046
2011-01-21,3.432249963283539
2011-01-24,3.408749997615814
2011-01-25,3.3547500371932983
2011-01-26,3.4027499556541443
2011-01-27,3.421999931335449
2011-01-28,3.378250002861023
2011-01-31,3.3670000433921814
2011-02-01,3.4395000338554382
2011-02-02,3.449999988079071
2011-02-03,3.5234999656677246
2011-02-04,3.603249967098236
2011-02-07,3.661500036716461
2011-02-08,3.6854999661445618
2011-02-09,3.6807499527931213
2011-02-10,3.687999963760376
2011-02-11,3.6452500224113464
2011-02-14,3.631250023841858
2011-02-15,3.6327500343322754
2011-02-16,3.6102499961853027
2011-02-17,3.584249973297119
2011-02-18,3.6027499437332153
2011-02-22,3.497500002384186
2011-02-23,3.4732500314712524
2011-02-24,3.437250018119812
2011-02-25,3.444249987602234
2011-02-28,3.4172500371932983
2011-03-01,3.443750023841858
2011-03-02,3.442750036716461
2011-03-03,3.527999997138977
2011-03-04,3.536500036716461
2011-03-07,3.5112500190734863
2011-03-08,3.52400004863739
2011-03-09,3.4982500076293945
2011-03-10,3.4332500100135803
2011-03-11,3.38400000333786
2011-03-14,3.3634999990463257
2011-03-15,3.278249979019165
2011-03-16,3.240249991416931
2011-03-17,3.25299996137619
2011-03-18,3.2742499709129333
2011-03-21,3.3232499957084656
2011-03-22,3.3427500128746033
2011-03-23,3.318750023841858
2011-03-24,3.387000024318695
2011-03-25,3.419249951839447
2011-03-28,3.456499993801117
2011-03-29,3.468999981880188
2011-03-30,3.4702500104904175
2011-03-31,3.4420000314712524
2011-04-01,3.4807499647140503
2011-04-04,3.4290000200271606
2011-04-05,3.449999988079071
2011-04-06,3.521500051021576
2011-04-07,3.556749999523163
2011-04-08,3.5887500047683716
2011-04-11,3.581499993801117
2011-04-12,3.5115000009536743
2011-04-13,3.4982500672340393
2011-04-14,3.462499976158142
2011-04-15,3.4362499713897705
2011-04-18,3.390749990940094
2011-04-19,3.3742499947547913
2011-04-20,3.3945000171661377
2011-04-21,3.39124995470047
2011-04-25,3.3762499690055847
2011-04-26,3.3404999375343323
2011-04-27,3.362000048160553
2011-04-28,3.321250021457672
2011-04-29,3.30349999666214
2011-05-02,3.293500006198883
2011-05-03,3.263000011444092
2011-05-04,3.2407500743865967
2011-05-05,3.1807499527931213
2011-05-06,3.174750030040741
2011-05-09,3.1582499742507935
2011-05-10,3.178999960422516
2011-05-11,3.1887500286102295
2011-05-12,3.206249952316284
2011-05-13,3.193750023841858
2011-05-16,3.165999948978424
2011-05-17,3.1287500262260437
2011-05-18,3.1362500190734863
2011-05-19,3.193999946117401
2011-05-20,3.162000000476837
2011-05-23,3.1165000200271606
2011-05-24,3.13824999332428
2011-05-25,3.1209999918937683
2011-05-26,3.1040000915527344
2011-05-27,3.0764999985694885
2011-05-31,3.068999946117401
2011-06-01,2.9892500042915344
2011-06-02,2.9987500309944153
2011-06-03,2.9982499480247498
2011-06-06,3.0112500190734863
2011-06-07,3.0270000100135803
2011-06-08,2.9614999890327454
2011-06-09,2.9667499661445618
2011-06-10,2.965250015258789
2011-06-13,2.9864999651908875
2011-06-14,3.055999994277954
2011-06-15,3.027750015258789
2011-06-16,2.915999948978424
2011-06-17,2.955749988555908
2011-06-20,2.934750020503998
2011-06-21,2.9797499775886536
2011-06-22,2.9707500338554382
2011-06-23,2.9199999570846558
2011-06-24,2.890250027179718
2011-06-27,2.8985000252723694
2011-06-28,2.9910000562667847
2011-06-29,3.0920000076293945
2011-06-30,3.1392500400543213
2011-07-01,3.176750063896179
2011-07-05,3.140999972820282
2011-07-06,3.0927500128746033
2011-07-07,3.156749963760376
2011-07-08,3.0934999585151672
2011-07-11,2.9382500052452087
2011-07-12,2.9042500257492065
2011-07-13,2.9175000190734863
2011-07-14,2.9225000739097595
2011-07-15,2.9359999895095825
2011-07-18,2.8980000019073486
2011-07-19,2.919000029563904
2011-07-20,2.921750009059906
2011-07-21,2.990249991416931
2011-07-22,2.9767499566078186
2011-07-25,2.9954999685287476
2011-07-26,2.9855000376701355
2011-07-27,2.9732499718666077
2011-07-28,2.953000009059906
2011-07-29,2.8625000715255737
2011-08-01,2.768000066280365
2011-08-02,2.6595000624656677
2011-08-03,2.59674996137619
2011-08-04,2.5230000019073486
2011-08-05,2.50600004196167
2011-08-08,2.4167500138282776
2011-08-09,2.2887499928474426
2011-08-10,2.164500057697296
2011-08-11,2.240249991416931
2011-08-12,2.2639999985694885
2011-08-15,2.2697499990463257
2011-08-16,2.2455000281333923
2011-08-17,2.2072499990463257
2011-08-18,2.067750006914139
2011-08-19,2.0929999947547913
2011-08-22,2.1050000190734863
2011-08-23,2.130750000476837
2011-08-24,2.2027499675750732
2011-08-25,2.2552499175071716
2011-08-26,2.180500030517578
2011-08-29,2.254249930381775
2011-08-30,2.1850000619888306
2011-08-31,2.1862499713897705
2011-09-01,2.1924999952316284
2011-09-02,2.0697500109672546
2011-09-06,1.961249977350235
2011-09-07,2.0300000309944153
2011-09-08,1.9982500076293945
2011-09-09,1.9604999721050262
2011-09-12,1.9177500009536743
2011-09-13,1.9717499911785126
2011-09-14,2.0077500343322754
2011-09-15,2.0669999718666077
2011-09-16,2.084999978542328
2011-09-19,1.9629999995231628
2011-09-20,1.960999995470047
2011-09-21,1.9052499830722809
2011-09-22,1.7414999902248383
2011-09-23,1.7542499899864197
2011-09-26,1.873750001192093
2011-09-27,1.990500032901764
2011-09-28,2.004000037908554
2011-09-29,1.9770000278949738
2011-09-30,1.9305000305175781
2011-10-03,1.8337500095367432
2011-10-04,1.7682500183582306
2011-10-05,1.8809999823570251
2011-10-06,1.9517499506473541
2011-10-07,2.0517500042915344
2011-10-10,2.0759999752044678
2011-10-11,2.155500054359436
2011-10-12,2.227750062942505
2011-10-13,2.1732499599456787
2011-10-14,2.2357499599456787
2011-10-17,2.1957499980926514
2011-10-18,2.131250023841858
2011-10-19,2.1772499680519104
2011-10-20,2.168500065803528
2011-10-21,2.2072500586509705
2011-10-24,2.2074999809265137
2011-10-25,2.187250018119812
2011-10-26,2.1675000190734863
2011-10-27,2.3424999713897705
2011-10-28,2.335249960422516
2011-10-31,2.205749988555908
2011-11-01,2.008249968290329
2011-11-02,2.0275000035762787
2011-11-03,2.0519999861717224
2011-11-04,2.0737500190734863
2011-11-07,2.0112499594688416
2011-11-08,2.04475000500679
2011-11-09,1.9707500338554382
2011-11-10,2.0512500405311584
2011-11-11,2.055999994277954
2011-11-14,2.065749943256378
2011-11-15,2.033749967813492
2011-11-16,2.0302500128746033
2011-11-17,1.98049995303154
2011-11-18,2.009250044822693
2011-11-21,1.9589999914169312
2011-11-22,1.9552499949932098
2011-11-23,1.9114999771118164
2011-11-25,1.942249983549118
2011-11-28,2.013249933719635
2011-11-29,2.0007500052452087
2011-11-30,2.0697500705718994
2011-12-01,2.114250063896179
2011-12-02,2.0917500257492065
2011-12-05,2.071999967098236
2011-12-06,2.0777499675750732
2011-12-07,2.047749936580658
2011-12-08,2.024749994277954
2011-12-09,2.019750028848648
2011-12-12,2.014000028371811
2011-12-13,2.003499984741211
2011-12-14,1.9330000281333923
2011-12-15,1.9135000109672546
2011-12-16,1.8847499787807465
2011-12-19,1.8375000059604645
2011-12-20,1.8869999945163727
2011-12-21,1.937749981880188
2011-12-22,1.9479999840259552
2011-12-23,1.9992499649524689
2011-12-27,2.01800000667572
2011-12-28,1.9580000042915344
2011-12-29,1.9092499911785126
2011-12-30,1.8840000331401825
2012-01-03,1.9475000202655792
2012-01-04,1.9692500233650208
2012-01-05,1.9872500002384186
2012-01-06,1.9884999692440033
2012-01-09,1.9600000083446503
2012-01-10,1.9807499945163727
2012-01-11,1.9259999990463257
2012-01-12,1.9214999973773956
2012-01-13,1.8747499883174896
2012-01-17,1.875249981880188
2012-01-18,1.8734999895095825
2012-01-19,1.9532500207424164
2012-01-20,2.009500026702881
2012-01-23,2.0667499899864197
2012-01-24,2.0587499737739563
2012-01-25,2.0105000138282776
2012-01-26,1.9477499723434448
2012-01-27,1.9297500252723694
2012-01-30,1.8355000019073486
2012-01-31,1.8257499933242798
2012-02-01,1.8264999985694885
2012-02-02,1.8264999985694885
2012-02-03,1.8832499980926514
2012-02-06,1.9140000343322754
2012-02-07,1.9462500214576721
2012-02-08,1.9835000038146973
2012-02-09,2.0464999675750732
2012-02-10,1.9749999940395355
2012-02-13,1.9912500083446503
2012-02-14,1.945250004529953
2012-02-15,1.9275000095367432
2012-02-16,1.9612500369548798
2012-02-17,2.021250009536743
2012-02-21,2.0422499775886536
2012-02-22,2.0277499854564667
2012-02-23,2.0102500319480896
2012-02-24,1.9807499945163727
2012-02-27,1.92849999666214
2012-02-28,1.9212500154972076
2012-02-29,1.9555000364780426
2012-03-01,2.038249969482422
2012-03-02,1.9942499697208405
2012-03-05,1.9937500357627869
2012-03-06,1.9572499990463257
2012-03-07,1.964000016450882
2012-03-08,2.0042499601840973
2012-03-09,2.033750057220459
2012-03-12,2.013999968767166
2012-03-13,2.0825000405311584
2012-03-14,2.2299999594688416
2012-03-15,2.300749957561493
2012-03-16,2.321250021457672
2012-03-19,2.3267499804496765
2012-03-20,2.35875004529953
2012-03-21,2.3172499537467957
2012-03-22,2.268999993801117
2012-03-23,2.240000009536743
2012-03-26,2.260249972343445
2012-03-27,2.209500014781952
2012-03-28,2.197999954223633
2012-03-29,2.174499988555908
2012-03-30,2.1865000128746033
2012-04-02,2.190500020980835
2012-04-03,2.2197499871253967
2012-04-04,2.2480000257492065
2012-04-05,2.174750030040741
2012-04-09,2.0329999923706055
2012-04-10,2.0117499828338623
2012-04-11,2.0295000076293945
2012-04-12,2.04025000333786
2012-04-13,2.004749983549118
2012-04-16,1.972000002861023
2012-04-17,2.004500061273575
2012-04-18,1.9832500219345093
2012-04-19,1.96424999833107
2012-04-20,1.9810000360012054
2012-04-23,1.9257499873638153
2012-04-24,1.9537500143051147
2012-04-25,1.993749976158142
2012-04-26,1.9527499973773956
2012-04-27,1.9419999718666077
2012-04-30,1.9162499904632568
2012-05-01,1.9339999854564667
2012-05-02,1.917499989271164
2012-05-03,1.929749995470047
2012-05-04,1.91075000166893
2012-05-07,1.8727499842643738
2012-05-08,1.8419999778270721
2012-05-09,1.8182500004768372
2012-05-10,1.8957499861717224
2012-05-11,1.8479999899864197
2012-05-14,1.7834999859333038
2012-05-15,1.7867499589920044
2012-05-16,1.7864999771118164
2012-05-17,1.7377500236034393
2012-05-18,1.7157500386238098
2012-05-21,1.7350000143051147
2012-05-22,1.7929999828338623
2012-05-23,1.7290000021457672
2012-05-24,1.7597499787807465
2012-05-25,1.7527500092983246
2012-05-29,1.7259999811649323
2012-05-30,1.6549999713897705
2012-05-31,1.5869999825954437
2012-06-01,1.488500028848648
2012-06-04,1.511499971151352
2012-06-05,1.5522499978542328
2012-06-06,1.6165000200271606
2012-06-07,1.6614999771118164
2012-06-08,1.6012499928474426
2012-06-11,1.6184999644756317
2012-06-12,1.637250006198883
2012-06-13,1.6402499675750732
2012-06-14,1.6144999563694
2012-06-15,1.5889999866485596
2012-06-18,1.5774999856948853
2012-06-19,1.604750007390976
2012-06-20,1.6427499651908875
2012-06-21,1.6245000064373016
2012-06-22,1.6577500104904175
2012-06-25,1.6162500083446503
2012-06-26,1.6259999871253967
2012-06-27,1.62950000166893
2012-06-28,1.58474999666214
2012-06-29,1.6532500088214874
2012-07-02,1.6055000126361847
2012-07-03,1.6105000376701355
2012-07-05,1.6069999635219574
2012-07-06,1.5647500157356262
2012-07-09,1.5207500159740448
2012-07-10,1.5119999945163727
2012-07-11,1.4932500123977661
2012-07-12,1.487250030040741
2012-07-13,1.495250016450882
2012-07-16,1.4650000035762787
2012-07-17,1.4917500019073486
2012-07-18,1.4807499945163727
2012-07-19,1.5094999969005585
2012-07-20,1.4645000100135803
2012-07-23,1.4214999973773956
2012-07-24,1.42575004696846
2012-07-25,1.4159999787807465
2012-07-26,1.4287500083446503
2012-07-27,1.5212499797344208
2012-07-30,1.5234999656677246
2012-07-31,1.4892500042915344
2012-08-01,1.5115000009536743
2012-08-02,1.512000024318695
2012-08-03,1.548249989748001
2012-08-06,1.5509999692440033
2012-08-07,1.6154999732971191
2012-08-08,1.631250023841858
2012-08-09,1.6964999735355377
2012-08-10,1.6457500159740448
2012-08-13,1.6535000205039978
2012-08-14,1.7057499587535858
2012-08-15,1.785999983549118
2012-08-16,1.823749989271164
2012-08-17,1.8154999911785126
2012-08-20,1.820250004529953
2012-08-21,1.8272500038146973
2012-08-22,1.741750031709671
2012-08-23,1.684000015258789
2012-08-24,1.6604999899864197
2012-08-27,1.6622500121593475
2012-08-28,1.6310000121593475
2012-08-29,1.6514999866485596
2012-08-30,1.628499984741211
2012-08-31,1.6042500436306
2012-09-04,1.5707499980926514
2012-09-05,1.5832500159740448
2012-09-06,1.6582500040531158
2012-09-07,1.6772499978542328
2012-09-10,1.6780000030994415
2012-09-11,1.686250001192093
2012-09-12,1.7507500052452087
2012-09-13,1.7602500021457672
2012-09-14,1.8459999859333038
2012-09-17,1.842500001192093
2012-09-18,1.8009999990463257
2012-09-19,1.784749984741211
2012-09-20,1.7574999928474426
2012-09-21,1.7714999914169312
2012-09-24,1.7202500104904175
2012-09-25,1.6992500126361847
2012-09-26,1.6297500133514404
2012-09-27,1.6397500038146973
2012-09-28,1.626249998807907
2012-10-01,1.6267500221729279
2012-10-02,1.6304999887943268
2012-10-03,1.6242500245571136
2012-10-04,1.6494999825954437
2012-10-05,1.707749992609024
2012-10-08,1.746000051498413
2012-10-09,1.715250015258789
2012-10-10,1.7165000140666962
2012-10-11,1.6942499876022339
2012-10-12,1.6637499928474426
2012-10-15,1.6700000166893005
2012-10-16,1.7094999849796295
2012-10-17,1.7829999923706055
2012-10-18,1.8112499713897705
2012-10-19,1.7867500185966492
2012-10-22,1.800000011920929
2012-10-23,1.7660000026226044
2012-10-24,1.7770000100135803
2012-10-25,1.8289999961853027
2012-10-26,1.769249975681305
2012-10-31,1.7100000083446503
2012-11-01,1.718250036239624
2012-11-02,1.7352499961853027
2012-11-05,1.686000019311905
2012-11-06,1.7212499678134918
2012-11-07,1.6355000138282776
2012-11-08,1.6554999947547913
2012-11-09,1.609250009059906
2012-11-12,1.6109999418258667
2012-11-13,1.5942499935626984
2012-11-14,1.604999989271164
2012-11-15,1.5960000157356262
2012-11-16,1.579250007867813
2012-11-19,1.6137499511241913
2012-11-20,1.6395000219345093
2012-11-21,1.6822500228881836
2012-11-23,1.6847499907016754
2012-11-26,1.6582500040531158
2012-11-27,1.6545000076293945
2012-11-28,1.6152499914169312
2012-11-29,1.6292499899864197
2012-11-30,1.6074999868869781
2012-12-03,1.6382500231266022
2012-12-04,1.6167500019073486
2012-12-05,1.5917500257492065
2012-12-06,1.576999992132187
2012-12-07,1.6022500097751617
2012-12-10,1.6130000054836273
2012-12-11,1.647000014781952
2012-12-12,1.673000007867813
2012-12-13,1.7190000116825104
2012-12-14,1.7147500216960907
2012-12-17,1.734499990940094
2012-12-18,1.8075000047683716
2012-12-19,1.8044999837875366
2012-12-20,1.7919999957084656
2012-12-21,1.7527499794960022
2012-12-24,1.7717500030994415
2012-12-26,1.7655000388622284
2012-12-27,1.7384999990463257
2012-12-28,1.70974999666214
2012-12-31,1.72775000333786
2013-01-02,1.8415000140666962
2013-01-03,1.8722500205039978
2013-01-04,1.9357500076293945
2013-01-07,1.9040000140666962
2013-01-08,1.8807500302791595
2013-01-09,1.8612500131130219
2013-01-10,1.8915000259876251
2013-01-11,1.8910000026226044
2013-01-14,1.8477499783039093
2013-01-15,1.8242499828338623
2013-01-16,1.8247499763965607
2013-01-17,1.8605000376701355
2013-01-18,1.8525000512599945
2013-01-22,1.8507499992847443
2013-01-23,1.8324999809265137
2013-01-24,1.834500014781952
2013-01-25,1.9295000433921814
2013-01-28,1.9739999771118164
2013-01-29,1.9742499887943268
2013-01-30,2.006749987602234
2013-01-31,1.9839999973773956
2013-02-01,1.99549999833107
2013-02-04,1.9835000038146973
2013-02-05,2.0107499957084656
2013-02-06,1.976000040769577
2013-02-07,1.9620000123977661
2013-02-08,1.9550000131130219
2013-02-11,1.9557499885559082
2013-02-12,1.9757499992847443
2013-02-13,2.0154999792575836
2013-02-14,2.020999997854233
2013-02-15,2.0109999775886536
2013-02-19,2.0122500360012054
2013-02-20,2.0292500257492065
2013-02-21,1.979750007390976
2013-02-22,1.973499983549118
2013-02-25,1.9375
2013-02-26,1.8702499866485596
2013-02-27,1.8772500157356262
2013-02-28,1.8857499957084656
2013-03-01,1.8532499969005585
2013-03-04,1.8584999740123749
2013-03-05,1.8972500264644623
2013-03-06,1.9332500100135803
2013-03-07,1.9660000205039978
2013-03-08,2.0392500162124634
2013-03-11,2.0512499809265137
2013-03-12,2.02825003862381
2013-03-13,2.021250009536743
2013-03-14,2.043500006198883
2013-03-15,2.016000062227249
2013-03-18,1.9707500040531158
2013-03-19,1.9229999780654907
2013-03-20,1.9399999976158142
2013-03-21,1.9402500092983246
2013-03-22,1.920749992132187
2013-03-25,1.9372499883174896
2013-03-26,1.9202499985694885
2013-03-27,1.8524999618530273
2013-03-28,1.8567500114440918
2013-04-01,1.8610000014305115
2013-04-02,1.8497500121593475
2013-04-03,1.8307500183582306
2013-04-04,1.7764999568462372
2013-04-05,1.7195000052452087
2013-04-08,1.7237499952316284
2013-04-09,1.7430000007152557
2013-04-10,1.7857499718666077
2013-04-11,1.793749988079071
2013-04-12,1.739249974489212
2013-04-15,1.7092500030994415
2013-04-16,1.7224999964237213
2013-04-17,1.7014999985694885
2013-04-18,1.6969999969005585
2013-04-19,1.7014999985694885
2013-04-22,1.7022500038146973
2013-04-23,1.6807499825954437
2013-04-24,1.7039999961853027
2013-04-25,1.7145000100135803
2013-04-26,1.6757499873638153
2013-04-29,1.6624999940395355
2013-04-30,1.66075000166893
2013-05-01,1.6422500014305115
2013-05-02,1.640749990940094
2013-05-03,1.6894999742507935
2013-05-06,1.7580000162124634
2013-05-07,1.7804999947547913
2013-05-08,1.7730000019073486
2013-05-09,1.796999990940094
2013-05-10,1.8785000145435333
2013-05-13,1.922249972820282
2013-05-14,1.9294999837875366
2013-05-15,1.948749989271164
2013-05-16,1.907499998807907
2013-05-17,1.9167500138282776
2013-05-20,1.948500007390976
2013-05-21,1.9569999873638153
2013-05-22,1.9710000157356262
2013-05-23,2.017000049352646
2013-05-24,2.0082499384880066
2013-05-28,2.0887500047683716
2013-05-29,2.139750063419342
2013-05-30,2.130750060081482
2013-05-31,2.137750029563904
2013-06-03,2.1392499804496765
2013-06-04,2.1387500166893005
2013-06-05,2.1047500371932983
2013-06-06,2.0707500278949738
2013-06-07,2.1177499890327454
2013-06-10,2.2017499804496765
2013-06-11,2.2267500162124634
2013-06-12,2.2042500376701355
2013-06-13,2.199750006198883
2013-06-14,2.1234999895095825
2013-06-17,2.1445000171661377
2013-06-18,2.1922499537467957
2013-06-19,2.2455000281333923
2013-06-20,2.4112499952316284
2013-06-21,2.4512499570846558
2013-06-24,2.5940000414848328
2013-06-25,2.54925000667572
2013-06-26,2.5487499833106995
2013-06-27,2.4922500252723694
2013-06-28,2.5009999871253967
2013-07-01,2.5042499899864197
2013-07-02,2.475250005722046
2013-07-03,2.4829999804496765
2013-07-05,2.6399999856948853
2013-07-08,2.6834999918937683
2013-07-09,2.633500039577484
2013-07-10,2.6547499895095825
2013-07-11,2.585249960422516
2013-07-12,2.5667499899864197
2013-07-15,2.5927500128746033
2013-07-16,2.5309999585151672
2013-07-17,2.5122499465942383
2013-07-18,2.509500026702881
2013-07-19,2.5112500190734863
2013-07-22,2.4804999232292175
2013-07-23,2.5167500376701355
2013-07-24,2.580999970436096
