date,rate
2010-09-06,1.015602469444275
2010-09-07,1.0108000338077545
2010-09-08,1.010450005531311
2010-09-09,1.0121000111103058
2010-09-10,1.017799973487854
2010-09-13,1.0167149901390076
2010-09-14,1.0044625103473663
2010-09-15,0.9976249784231186
2010-09-16,1.0051299929618835
2010-09-17,1.0141350328922272
2010-09-20,1.008362501859665
2010-09-21,1.0045700073242188
2010-09-22,0.9940475076436996
2010-09-23,0.9858849942684174
2010-09-24,0.9841550141572952
2010-09-27,0.9844425022602081
2010-09-28,0.9833374917507172
2010-09-29,0.9767950028181076
2010-09-30,0.9763950109481812
2010-10-01,0.9816624969244003
2010-10-04,0.9753050059080124
2010-10-05,0.9703575074672699
2010-10-06,0.9652500003576279
2010-10-07,0.9621600210666656
2010-10-08,0.9649499952793121
2010-10-11,0.9620974808931351
2010-10-12,0.9648950099945068
2010-10-13,0.9582000076770782
2010-10-14,0.9550249874591827
2010-10-15,0.9535025060176849
2010-10-18,0.9589275121688843
2010-10-19,0.962612509727478
2010-10-20,0.9675499945878983
2010-10-21,0.9631075114011765
2010-10-22,0.9702399969100952
2010-10-25,0.9749775230884552
2010-10-26,0.9748525023460388
2010-10-27,0.9858449995517731
2010-10-28,0.9879424870014191
2010-10-29,0.9881324917078018
2010-11-01,0.9857750087976456
2010-11-02,0.9881725013256073
2010-11-03,0.9795099943876266
2010-11-04,0.9691724926233292
2010-11-05,0.9586574882268906
2010-11-08,0.9622375071048737
2010-11-09,0.9654024988412857
2010-11-10,0.9697200059890747
2010-11-11,0.9709175080060959
2010-11-12,0.9757799953222275
2010-11-15,0.9801499992609024
2010-11-16,0.9856999963521957
2010-11-17,0.9945499897003174
2010-11-18,0.9906325042247772
2010-11-19,0.9945000112056732
2010-11-22,0.9912424832582474
2010-11-23,0.9887375086545944
2010-11-24,0.9954750090837479
2010-11-25,0.9962599873542786
2010-11-26,1.0006000101566315
2010-11-29,1.0021999925374985
2010-11-30,0.9989449828863144
2010-12-01,1.0029425024986267
2010-12-02,1.0011325031518936
2010-12-03,0.9889174848794937
2010-12-06,0.9773650020360947
2010-12-07,0.9807750135660172
2010-12-08,0.9881000071763992
2010-12-09,0.9860275089740753
2010-12-10,0.9825099855661392
2010-12-13,0.978754997253418
2010-12-14,0.9661000072956085
2010-12-15,0.9609000086784363
2010-12-16,0.9682725071907043
2010-12-17,0.9641049951314926
2010-12-20,0.9686749875545502
2010-12-21,0.962617501616478
2010-12-22,0.9562375098466873
2010-12-23,0.9535550028085709
2010-12-24,0.9584199786186218
2010-12-27,0.9621900022029877
2010-12-28,0.9551074951887131
2010-12-29,0.9516075104475021
2010-12-30,0.9426600188016891
2010-12-31,0.9347724914550781
2011-01-03,0.9336749911308289
2011-01-04,0.936959981918335
2011-01-05,0.9521275013685226
2011-01-06,0.9657649993896484
2011-01-07,0.9649675041437149
2011-01-10,0.9671974927186966
2011-01-11,0.9690000116825104
2011-01-12,0.9728724807500839
2011-01-13,0.9680000096559525
2011-01-14,0.9640650004148483
2011-01-17,0.9646500051021576
2011-01-18,0.9624925255775452
2011-01-19,0.9621400088071823
2011-01-20,0.9581150114536285
2011-01-21,0.9649249911308289
2011-01-24,0.9565224796533585
2011-01-25,0.9480549842119217
2011-01-26,0.9425899833440781
2011-01-27,0.9425650089979172
2011-01-28,0.9450949877500534
2011-01-31,0.9412750005722046
2011-02-01,0.942732498049736
2011-02-02,0.9358325004577637
2011-02-03,0.9427024871110916
2011-02-04,0.94913250207901
2011-02-07,0.9553525000810623
2011-02-08,0.9554750025272369
2011-02-09,0.9629974961280823
2011-02-10,0.9610199928283691
2011-02-11,0.9699999988079071
2011-02-14,0.9726099967956543
2011-02-15,0.9698024988174438
2011-02-16,0.966825008392334
2011-02-17,0.9564949870109558
2011-02-18,0.950534999370575
2011-02-21,0.9449499994516373
2011-02-22,0.9451125115156174
2011-02-23,0.9362999945878983
2011-02-24,0.930017501115799
2011-02-25,0.9262800067663193
2011-02-28,0.9278149753808975
2011-03-01,0.9294975101947784
2011-03-02,0.9263950139284134
2011-03-03,0.9256299883127213
2011-03-04,0.929749995470047
2011-03-07,0.925742506980896
2011-03-08,0.9286950081586838
2011-03-09,0.9335325062274933
2011-03-10,0.9308599978685379
2011-03-11,0.9314199835062027
2011-03-14,0.9282124936580658
2011-03-15,0.9227575063705444
2011-03-16,0.9166450202465057
2011-03-17,0.9025424867868423
2011-03-18,0.9015550017356873
2011-03-21,0.9043224900960922
2011-03-22,0.9041999876499176
2011-03-23,0.9036200046539307
2011-03-24,0.907849982380867
2011-03-25,0.9099800139665604
2011-03-28,0.9206250011920929
2011-03-29,0.9173124879598618
2011-03-30,0.9219274967908859
2011-03-31,0.9174499958753586
2011-04-01,0.9228349775075912
2011-04-04,0.9239975064992905
2011-04-05,0.923100009560585
2011-04-06,0.9233224987983704
2011-04-07,0.9177300184965134
2011-04-08,0.914617508649826
2011-04-11,0.9085824936628342
2011-04-12,0.9038150012493134
2011-04-13,0.8963475078344345
2011-04-14,0.894569993019104
2011-04-18,0.8938250094652176
2011-04-19,0.8965225070714951
2011-04-20,0.8966625034809113
2011-04-21,0.8861474990844727
2011-04-22,0.8860925137996674
2011-04-25,0.8839250057935715
2011-04-26,0.8803475052118301
2011-04-27,0.8732649981975555
2011-04-28,0.8736799955368042
2011-04-29,0.8712500035762787
2011-05-02,0.8656724989414215
2011-05-03,0.8641200065612793
2011-05-04,0.8606524914503098
2011-05-05,0.8618550151586533
2011-05-06,0.8718200027942657
2011-05-09,0.8771024942398071
2011-05-10,0.8733725100755692
2011-05-11,0.8808125108480453
2011-05-12,0.8863749951124191
2011-05-13,0.8847775012254715
2011-05-16,0.8900000154972076
2011-05-17,0.8851574957370758
2011-05-18,0.880097508430481
2011-05-19,0.8815975040197372
2011-05-20,0.8805974870920181
2011-05-23,0.8791999965906143
2011-05-24,0.8838524967432022
2011-05-25,0.8779999911785126
2011-05-26,0.8707225024700165
2011-05-27,0.8620075136423111
2011-05-30,0.850772500038147
2011-05-31,0.8505100011825562
2011-06-01,0.8495049923658371
2011-06-02,0.8421825170516968
2011-06-03,0.8409124910831451
2011-06-06,0.8347975015640259
2011-06-07,0.8353250026702881
2011-06-08,0.8365074992179871
2011-06-09,0.8376999944448471
2011-06-10,0.841222494840622
2011-06-13,0.8416299968957901
2011-06-14,0.8383999913930893
2011-06-15,0.8464275002479553
2011-06-16,0.8516850024461746
2011-06-17,0.8481499999761581
2011-06-20,0.8475324958562851
2011-06-21,0.8441325128078461
2011-06-22,0.8402800112962723
2011-06-23,0.840657502412796
2011-06-24,0.837225005030632
2011-06-27,0.834769994020462
2011-06-28,0.8327949941158295
2011-06-29,0.8329249918460846
2011-06-30,0.8356425166130066
2011-07-01,0.8437624871730804
2011-07-04,0.8479750007390976
2011-07-05,0.8469174951314926
2011-07-06,0.840379998087883
2011-07-07,0.841375008225441
2011-07-08,0.8442225009202957
2011-07-11,0.8363374918699265
2011-07-12,0.8355000019073486
2011-07-13,0.8287349939346313
2011-07-14,0.8128274828195572
2011-07-15,0.8153499960899353
2011-07-18,0.8125174939632416
2011-07-19,0.8182249814271927
2011-07-20,0.8229999989271164
2011-07-21,0.8215700089931488
2011-07-22,0.8186275064945221
2011-07-25,0.8111224919557571
2011-07-26,0.8050925135612488
2011-07-27,0.8014274835586548
2011-07-28,0.8015799969434738
2011-07-29,0.7976874858140945
2011-08-01,0.7876225113868713
2011-08-02,0.7814925014972687
2011-08-03,0.7679324895143509
2011-08-04,0.7717649936676025
2011-08-05,0.76528000831604
2011-08-08,0.7600724995136261
2011-08-09,0.7492499947547913
2011-08-10,0.7236700057983398
2011-08-11,0.7360499948263168
2011-08-12,0.7637449949979782
2011-08-15,0.7858999967575073
2011-08-16,0.784887507557869
2011-08-17,0.793624997138977
2011-08-18,0.7907949835062027
2011-08-19,0.7914024889469147
2011-08-22,0.7870999872684479
2011-08-23,0.7889000028371811
2011-08-24,0.7922949939966202
2011-08-25,0.7951249927282333
2011-08-26,0.7978300005197525
2011-08-29,0.811662495136261
2011-08-30,0.817100003361702
2011-08-31,0.8147249966859818
2011-09-01,0.8040450066328049
2011-09-02,0.78974749147892
2011-09-05,0.7884649932384491
2011-09-06,0.803600013256073
2011-09-07,0.8596500009298325
2011-09-08,0.8616475015878677
2011-09-09,0.8759274929761887
2011-09-12,0.8866274952888489
2011-09-13,0.8819900155067444
2011-09-14,0.8801499903202057
2011-09-15,0.874257504940033
2011-09-16,0.8717650026082993
2011-09-19,0.881759986281395
2011-09-20,0.8856624960899353
2011-09-21,0.8893774896860123
2011-09-22,0.9038950055837631
2011-09-23,0.9057500213384628
2011-09-26,0.9054475128650665
2011-09-27,0.9007250070571899
2011-09-28,0.896292507648468
2011-09-29,0.8990375101566315
2011-09-30,0.9000324904918671
2011-10-03,0.9109474867582321
2011-10-04,0.9209999889135361
2011-10-05,0.9196275025606155
2011-10-06,0.9241824895143509
2011-10-07,0.9191124886274338
2011-10-10,0.9205499887466431
2011-10-11,0.9057325124740601
2011-10-12,0.9053600132465363
2011-10-13,0.8965674936771393
2011-10-14,0.8975500166416168
2011-10-17,0.8924749940633774
2011-10-18,0.8988575041294098
2011-10-19,0.8989324867725372
2011-10-20,0.9016724973917007
2011-10-21,0.8912500143051147
2011-10-24,0.8836324959993362
2011-10-25,0.8806625008583069
2011-10-26,0.8788075000047684
2011-10-27,0.8763775080442429
2011-10-28,0.8613075017929077
2011-10-31,0.8648824989795685
2011-11-01,0.8816900104284286
2011-11-02,0.8869349956512451
2011-11-03,0.8851975053548813
2011-11-04,0.880859985947609
2011-11-07,0.8933475017547607
2011-11-08,0.900442510843277
2011-11-09,0.8973174840211868
2011-11-10,0.9094750136137009
2011-11-11,0.9041350036859512
2011-11-14,0.9004975259304047
2011-11-15,0.9105750024318695
2011-11-16,0.917824998497963
2011-11-17,0.9203275144100189
2011-11-18,0.9186225086450577
2011-11-21,0.9172724932432175
2011-11-22,0.9161074906587601
2011-11-23,0.9148374944925308
2011-11-24,0.9189275056123734
2011-11-25,0.9235399961471558
2011-11-28,0.9258249998092651
2011-11-29,0.9208999872207642
2011-11-30,0.9185725152492523
2011-12-01,0.9123774915933609
2011-12-02,0.9153000116348267
2011-12-05,0.9198500066995621
2011-12-06,0.9233249872922897
2011-12-07,0.9254175126552582
2011-12-08,0.9235424995422363
2011-12-09,0.924402505159378
2011-12-12,0.9277274906635284
2011-12-13,0.938137486577034
2011-12-14,0.9470224976539612
2011-12-15,0.9503249973058701
2011-12-16,0.9388899952173233
2011-12-19,0.9368000030517578
2011-12-20,0.9345675110816956
2011-12-21,0.9307399988174438
2011-12-22,0.9357250034809113
2011-12-23,0.9356300085783005
2011-12-26,0.9359250068664551
2011-12-27,0.9359500110149384
2011-12-28,0.9356800019741058
2011-12-29,0.9437725096940994
2011-12-30,0.939347505569458
2012-01-02,0.9387999922037125
2012-01-03,0.9376149922609329
2012-01-04,0.9349925071001053
2012-01-05,0.9445724934339523
2012-01-06,0.9530999958515167
2012-01-09,0.9560250043869019
2012-01-10,0.9482875019311905
2012-01-11,0.9514450132846832
2012-01-12,0.9510024935007095
2012-01-13,0.9463499933481216
2012-01-16,0.9542724937200546
2012-01-17,0.9527499973773956
2012-01-18,0.9470600038766861
2012-01-19,0.9383450001478195
2012-01-20,0.9329700022935867
2012-01-23,0.9341575056314468
2012-01-24,0.9271899908781052
2012-01-25,0.9288174957036972
2012-01-26,0.9204874932765961
2012-01-30,0.9149249941110611
2012-02-01,0.9180999994277954
2012-02-02,0.9156224876642227
2012-02-03,0.9176249951124191
2012-02-06,0.9207899868488312
2012-02-07,0.9185349941253662
2012-02-08,0.9123075008392334
2012-02-09,0.912554994225502
2012-02-10,0.9136049896478653
2012-02-13,0.9133500009775162
2012-02-14,0.9177924990653992
2012-02-15,0.9195224940776825
2012-02-16,0.9256825000047684
2012-02-17,0.9186674952507019
2012-02-20,0.9135950058698654
2012-02-21,0.9125024974346161
2012-02-22,0.9118499904870987
2012-02-23,0.9088499844074249
2012-02-24,0.8994674980640411
2012-02-27,0.8959150165319443
2012-02-28,0.8978749960660934
2012-02-29,0.8960675150156021
2012-03-01,0.9045100212097168
2012-03-02,0.9074924886226654
2012-03-05,0.9140249937772751
2012-03-06,0.9135600030422211
2012-03-07,0.9181700050830841
2012-03-08,0.9148200005292892
2012-03-09,0.9110774993896484
2012-03-12,0.9192050099372864
2012-03-13,0.9170725047588348
2012-03-14,0.9255499988794327
2012-03-15,0.929625004529953
2012-03-16,0.921750009059906
2012-03-19,0.9144999980926514
2012-03-20,0.9121725112199783
2012-03-21,0.9110749959945679
2012-03-22,0.9128974974155426
2012-03-23,0.9115400165319443
2012-03-26,0.9078624993562698
2012-03-27,0.9031674861907959
2012-03-28,0.9046474993228912
2012-03-29,0.9052499979734421
2012-03-30,0.9043099880218506
2012-04-02,0.9023974984884262
2012-04-03,0.9027225077152252
2012-04-04,0.9124675095081329
2012-04-05,0.9168075025081635
2012-04-06,0.919184997677803
2012-04-09,0.9188700020313263
2012-04-10,0.9173499941825867
2012-04-11,0.9175300002098083
2012-04-12,0.9159000068902969
2012-04-13,0.9131799787282944
2012-04-16,0.9216249883174896
2012-04-17,0.9154524952173233
2012-04-18,0.9161574840545654
2012-04-19,0.9162849932909012
2012-04-20,0.9132774919271469
2012-04-23,0.9115475118160248
2012-04-24,0.912650004029274
2012-04-25,0.9102500081062317
2012-04-26,0.9080099910497665
2012-04-27,0.9100200086832047
2012-04-30,0.9073425084352493
2012-05-01,0.9072000086307526
2012-05-02,0.9095175117254257
2012-05-03,0.9139499962329865
2012-05-04,0.9140224903821945
2012-05-07,0.9247874915599823
2012-05-08,0.921142503619194
2012-05-09,0.9255749881267548
2012-05-10,0.9278824925422668
2012-05-11,0.9287175089120865
2012-05-14,0.9324000030755997
2012-05-15,0.9366749972105026
2012-05-16,0.9435674995183945
2012-05-17,0.9440999925136566
2012-05-18,0.9460500031709671
2012-05-21,0.9404525011777878
2012-05-22,0.9387625008821487
2012-05-23,0.9498749822378159
2012-05-24,0.9563049972057343
2012-05-25,0.9579575061798096
2012-05-28,0.9562825113534927
2012-05-29,0.9595524966716766
2012-05-30,0.9640200138092041
2012-05-31,0.9703174978494644
2012-06-01,0.9711274951696396
2012-06-04,0.9666124880313873
2012-06-05,0.9608499854803085
2012-06-06,0.9626074880361557
2012-06-07,0.9547774940729141
2012-06-08,0.9579250067472458
2012-06-11,0.95278500020504
2012-06-12,0.9621175080537796
2012-06-13,0.9590175002813339
2012-06-14,0.9547649919986725
2012-06-15,0.9513174891471863
2012-06-18,0.9476449936628342
2012-06-19,0.9517824947834015
2012-06-20,0.9465450048446655
2012-06-21,0.9488700032234192
2012-06-22,0.9568699896335602
2012-06-25,0.9588574916124344
2012-06-26,0.9610400050878525
2012-06-27,0.9620750099420547
2012-06-28,0.9631724953651428
2012-06-29,0.9606100171804428
2012-07-02,0.9508025050163269
2012-07-03,0.9542949944734573
2012-07-04,0.9546024948358536
2012-07-05,0.9620574861764908
2012-07-06,0.9710875004529953
2012-07-09,0.9778300076723099
2012-07-10,0.9761350005865097
2012-07-11,0.9794999957084656
2012-07-12,0.9821500033140182
2012-07-13,0.984174981713295
2012-07-16,0.9814150035381317
2012-07-17,0.9795649945735931
2012-07-18,0.9782000035047531
2012-07-19,0.9781575053930283
2012-07-20,0.9806950092315674
2012-07-23,0.9912400096654892
2012-07-24,0.9915574938058853
2012-07-25,0.9936075061559677
2012-07-26,0.9859499931335449
2012-07-27,0.9766999930143356
2012-07-30,0.9775600135326385
2012-07-31,0.9784475117921829
2012-08-01,0.9764875024557114
2012-08-02,0.9808449894189835
2012-08-03,0.982297495007515
2012-08-06,0.968257486820221
2012-08-07,0.9687824845314026
2012-08-08,0.9706474989652634
2012-08-09,0.9725874960422516
2012-08-10,0.9773150086402893
2012-08-13,0.9765750169754028
2012-08-14,0.9732525050640106
2012-08-15,0.9752674847841263
2012-08-16,0.9762775003910065
2012-08-17,0.9726725071668625
2012-08-20,0.9738500118255615
2012-08-21,0.9698375016450882
2012-08-22,0.9630974978208542
2012-08-23,0.9572025090456009
2012-08-24,0.9573175013065338
2012-08-27,0.9598975032567978
2012-08-28,0.9598750025033951
2012-08-29,0.9562299996614456
2012-08-30,0.958424985408783
2012-08-31,0.9578475058078766
2012-09-03,0.9545325189828873
2012-09-04,0.953867495059967
2012-09-05,0.9574250131845474
2012-09-06,0.9556224942207336
2012-09-07,0.9521624892950058
2012-09-10,0.9456274956464767
2012-09-11,0.9442950040102005
2012-09-12,0.9379750043153763
2012-09-13,0.9374074935913086
2012-09-14,0.9322250038385391
2012-09-17,0.9267349988222122
2012-09-18,0.9271575063467026
2012-09-19,0.9281399846076965
2012-09-20,0.9284899979829788
2012-09-21,0.9318100064992905
2012-09-24,0.9344250112771988
2012-09-25,0.9350724965333939
2012-09-26,0.9383399933576584
2012-09-27,0.9391725212335587
2012-09-28,0.9373299926519394
2012-10-01,0.9414599984884262
2012-10-02,0.9371100068092346
2012-10-03,0.9372300058603287
2012-10-04,0.9358174949884415
2012-10-05,0.930305004119873
2012-10-08,0.9321199953556061
2012-10-09,0.9344950020313263
2012-10-10,0.9409224987030029
2012-10-11,0.9388000071048737
2012-10-12,0.933895006775856
2012-10-15,0.9345099925994873
2012-10-16,0.9306725114583969
2012-10-17,0.9228949993848801
2012-10-18,0.9226375073194504
2012-10-19,0.9254399836063385
2012-10-22,0.9273099899291992
2012-10-23,0.9281149804592133
2012-10-24,0.9333174973726273
2012-10-25,0.9322949945926666
2012-10-26,0.9355099946260452
2012-10-29,0.9360350072383881
2012-10-30,0.9349450021982193
2012-10-31,0.9312900006771088
2012-11-01,0.9315750002861023
2012-11-02,0.9337300062179565
2012-11-05,0.9417024999856949
2012-11-06,0.9433600008487701
2012-11-07,0.9428374916315079
2012-11-08,0.9457550197839737
2012-11-09,0.9462400078773499
2012-11-12,0.9479925036430359
2012-11-13,0.9485975056886673
2012-11-14,0.9463449865579605
2012-11-15,0.9444250166416168
2012-11-16,0.9438699930906296
2012-11-19,0.9433850049972534
2012-11-20,0.9418875128030777
2012-11-21,0.9410450011491776
2012-11-22,0.9363099932670593
2012-11-23,0.9337674826383591
2012-11-26,0.9284224957227707
2012-11-27,0.9279199987649918
2012-11-28,0.9313599914312363
2012-11-29,0.9284999966621399
2012-11-30,0.9272975027561188
2012-12-03,0.9265574961900711
2012-12-05,0.9269450008869171
2012-12-06,0.9275524914264679
2012-12-07,0.9338100105524063
2012-12-10,0.9352249950170517
2012-12-11,0.9338399916887283
2012-12-12,0.9308175146579742
2012-12-13,0.9258424937725067
2012-12-14,0.9231950044631958
2012-12-17,0.9180249869823456
2012-12-18,0.9168274998664856
2012-12-19,0.9121149927377701
2012-12-20,0.9124825149774551
2012-12-21,0.9131724834442139
2012-12-24,0.9154649972915649
2012-12-25,0.9157750159502029
2012-12-26,0.9148875176906586
2012-12-27,0.9124750047922134
2012-12-28,0.9136100113391876
2012-12-31,0.9134124964475632
2013-01-01,0.9163250029087067
2013-01-02,0.9135075062513351
2013-01-03,0.919222503900528
2013-01-04,0.9279274791479111
2013-01-07,0.9251125007867813
2013-01-08,0.921755000948906
2013-01-09,0.9244875013828278
2013-01-10,0.9236450046300888
2013-01-11,0.9142324924468994
2013-01-14,0.9148325026035309
2013-01-15,0.9241749942302704
2013-01-16,0.9310499876737595
2013-01-17,0.9317574948072433
2013-01-18,0.9338724911212921
2013-01-21,0.9334625005722046
2013-01-22,0.9326824843883514
2013-01-23,0.929395005106926
2013-01-24,0.9301224946975708
2013-01-25,0.927887499332428
2013-01-28,0.9271374940872192
2013-01-29,0.9246275126934052
2013-01-30,0.9196075052022934
2013-01-31,0.9105999916791916
2013-02-01,0.9079499989748001
2013-02-04,0.9088750034570694
2013-02-05,0.9090725034475327
2013-02-06,0.909012496471405
2013-02-07,0.9112849980592728
2013-02-08,0.9177849888801575
2013-02-11,0.9174600094556808
2013-02-12,0.9193750023841858
2013-02-13,0.9170024991035461
2013-02-14,0.9189725071191788
2013-02-15,0.9221825003623962
2013-02-18,0.9232199937105179
2013-02-19,0.9234474897384644
2013-02-20,0.9215624928474426
2013-02-21,0.9289275109767914
2013-02-22,0.9305225014686584
2013-02-25,0.9289624989032745
2013-02-26,0.9312825053930283
2013-02-27,0.9312449842691422
2013-02-28,0.9300875067710876
2013-03-01,0.938792496919632
2013-03-04,0.9423349946737289
2013-03-05,0.9406000077724457
2013-03-06,0.9423025101423264
2013-03-07,0.946724995970726
2013-03-08,0.9452375024557114
2013-03-11,0.9514450132846832
2013-03-12,0.9475900083780289
2013-03-13,0.9473599940538406
2013-03-14,0.9530049860477448
2013-03-15,0.9448250085115433
2013-03-18,0.9445750117301941
2013-03-19,0.9461950063705444
2013-03-20,0.946442499756813
2013-03-21,0.9452999830245972
2013-03-22,0.944957509636879
2013-03-25,0.9409425109624863
2013-03-26,0.9484950006008148
2013-03-27,0.9496250003576279
2013-03-28,0.952377513051033
2013-03-29,0.9493400156497955
2013-04-01,0.9495549947023392
2013-04-02,0.946600005030632
2013-04-03,0.9483374953269958
2013-04-04,0.9464400112628937
2013-04-05,0.9388700127601624
2013-04-08,0.9341699928045273
2013-04-09,0.9338949918746948
2013-04-10,0.9319324940443039
2013-04-11,0.9320299923419952
2013-04-12,0.9304100126028061
2013-04-15,0.9286974966526031
2013-04-16,0.9293875098228455
2013-04-17,0.9241450130939484
2013-04-18,0.9319000095129013
2013-04-19,0.9312375038862228
2013-04-22,0.9337150007486343
2013-04-23,0.9361225068569183
2013-04-24,0.9463399946689606
2013-04-25,0.9462750107049942
2013-04-26,0.9440074861049652
2013-04-29,0.9406325072050095
2013-04-30,0.9351624995470047
2013-05-01,0.9285550117492676
2013-05-02,0.9291400015354156
2013-05-03,0.9350575059652328
2013-05-06,0.9359524995088577
2013-05-07,0.9392949938774109
2013-05-08,0.9391425102949142
2013-05-09,0.936245009303093
2013-05-10,0.9521474987268448
2013-05-13,0.9578775018453598
2013-05-14,0.9564049988985062
2013-05-15,0.967322513461113
2013-05-16,0.9648149907588959
2013-05-17,0.9670700132846832
2013-05-20,0.9698475152254105
2013-05-21,0.968672513961792
2013-05-22,0.9719600081443787
